       Document_No  Dominant_Topic  Topic_Perc_Contrib                                           Keywords                                               Text
18397        18397             9.0              0.0798  day, dose, administr, oral, receiv, intraven, ...  all the patient recov after an appropri treatm...
18398        18398             8.0              0.0995  caus, possibl, conclus, complic, rare, suggest...  background interferon beta ha becom standard t...
18399        18399            14.0              0.1046  infect, transplant, blood, patient, immunosupp...  reduc th1 cytokin releas in an adult patient w...
18400        18400             9.0              0.0844  day, dose, administr, oral, receiv, intraven, ...                           he recov without sequela
18401        18401             4.0              0.0954  treatment, thi, corticosteroid, side_effect, s...  we report 3 patient with autoimmun hepat who e...
18402        18402             6.0              0.0673  show, diagnosi, reveal, biopsi, examin, cell, ...  late freeflap salvag ha been describ with poor...
18403        18403            18.0              0.0642  patient, therapi, chemotherapi, treat, progres...  as in our patient case cur treatment for lde r...
18404        18404             3.0              0.1065  patient, wa, treat, month, year, combin, time,...  averag time interv between surgeri and thrombu...
18405        18405            13.0              0.0917  acut, renal, patient, failur, chronic, hepat, ...  our find suggest that the anteced use of highd...
18406        18406             4.0              0.1068  treatment, thi, corticosteroid, side_effect, s...  neh must be consid in lupu patient receiv cyto...
18407        18407             3.0              0.0647  patient, wa, treat, month, year, combin, time,...  the preliminari result after 2 to 9 month of t...
18408        18408             0.0              0.0738  drug, syndrom, reaction, effect, associ, adver...  liposom have been propos as an effect way to t...
18409        18409             7.0              0.1102  patient, receiv, pulmonari, describ, seizur, i...  after 15 minut amiodaron infus 25 microgkgmin ...
18410        18410            11.0              0.0792  case, report, thi, describ, present, previous,...  in thi report we demonstr the fluoroquinolon c...
18411        18411             1.0              0.0833  disea, associ, liver, disord, abnorm, injuri, ...  druginduc pemphigu relat to angiotensinconvert...
18412        18412             2.0              0.1384  pain, inject, complet, complic, success, surge...  aortic transgraft hemorrhag is an unusu compli...
18413        18413             9.0              0.1066  day, dose, administr, oral, receiv, intraven, ...  prompt hemostasi wa achiev in half of the pati...
18414        18414            17.0              0.0993  develop, yearold, woman, present, week, man, f...  we report the case of a 77yearold male who dev...
18415        18415             2.0              0.1290  pain, inject, complet, complic, success, surge...  a spinal haematoma occur in the subarachnoid a...
18416        18416             6.0              0.1239  show, diagnosi, reveal, biopsi, examin, cell, ...  at autopsi microscopi show that most of the th...
18417        18417             5.0              0.0873  thi, review, medic, manag, literatur, import, ...  it is current undergo evalu as an adjunct to b...
18418        18418             6.0              0.0923  show, diagnosi, reveal, biopsi, examin, cell, ...  biopsi reveal an interfac dermat with epiderm ...
18419        18419             9.0              0.0869  day, dose, administr, oral, receiv, intraven, ...  simplifi psychotrop medic regimen into a singl...
18420        18420             0.0              0.0731  drug, syndrom, reaction, effect, associ, adver...  2 chemotherapi induc host tissu reaction ha no...
18421        18421             5.0              0.0776  thi, review, medic, manag, literatur, import, ...  the patient whose glucos control is depend on ...
18422        18422            19.0              0.0917  level, improv, normal, increas, serum, increa,...  methotrex serum concentr must be monitor becau...
18423        18423            16.0              0.0869  clinic, studi, find, respon, method, signific,...  background anim studi have shown that some hum...
18424        18424             5.0              0.0993  thi, review, medic, manag, literatur, import, ...  furthermor benefici or harm effect of steroid ...
18425        18425             2.0              0.0778  pain, inject, complet, complic, success, surge...         rapid manifest of cervic vertebr osteomyel
18426        18426             5.0              0.0923  thi, review, medic, manag, literatur, import, ...       dose in these patient requir veri care manag
18427        18427             3.0              0.0776  patient, wa, treat, month, year, combin, time,...  a broadspectrum antibiot regimen includ a peni...
